learner_id,question_id,question_type,subskill,difficulty_level,response_time,attempt_count,correct_or_incorrect,hint_requested,session_number,timestamp,error_pattern,repeated_mistake,simulated_progress
L051,Q-GRA-2-063,grammar,modal verbs,medium,53.78,2,1,1,4,2025-01-12T10:08:00,,0,0.0997
L051,Q-VOC-2-045,vocabulary,separable verbs,medium,24.107,2,0,0,4,2025-01-12T13:46:00,false-friend translation error,1,0.1024
L051,Q-GRA-2-060,grammar,cases,medium,25.459,1,1,0,4,2025-01-11T16:25:00,,0,0.105
L051,Q-VOC-2-045,vocabulary,false friends,medium,19.514,3,0,1,4,2025-01-11T15:18:00,article-gender association error,1,0.1076
L051,Q-VOC-1-073,vocabulary,false friends,easy,24.461,1,1,0,4,2025-01-10T10:31:00,,0,0.1102
L051,Q-LIS-2-032,listening,numbers,easy,30.164,1,0,0,4,2025-01-11T15:12:00,dialogue detail omission,1,0.1129
L051,Q-REA-2-016,reading,instructions,medium,34.377,1,1,0,4,2025-01-11T10:42:00,,0,0.1155
L051,Q-GRA-2-051,grammar,cases,medium,35.584,1,1,0,5,2025-01-13T12:31:00,,0,0.1181
L051,Q-VOC-1-034,vocabulary,false friends,easy,20.942,3,0,1,5,2025-01-12T13:10:00,false-friend translation error,0,0.1207
L051,Q-VOC-1-029,vocabulary,articles,easy,26.478,2,0,0,5,2025-01-12T13:39:00,false-friend translation error,0,0.1234
L051,Q-REA-2-063,reading,detail retrieval,medium,34.371,3,0,0,5,2025-01-12T10:18:00,main-idea misinterpretation,1,0.126
L051,Q-REA-2-049,reading,dialogue,medium,44.173,2,1,0,5,2025-01-14T14:12:00,,0,0.1286
L051,Q-VOC-2-034,vocabulary,articles,medium,15.95,2,0,0,5,2025-01-13T14:11:00,vocabulary recall error,0,0.1312
L051,Q-VOC-2-034,vocabulary,daily verbs,medium,15.263,3,0,1,5,2025-01-12T14:20:00,article-gender association error,1,0.1339
L051,Q-VOC-2-034,vocabulary,articles,easy,16.358,1,0,1,5,2025-01-14T12:47:00,vocabulary recall error,1,0.1365
L051,Q-GRA-3-061,grammar,modal verbs,hard,63.295,1,1,0,5,2025-01-13T14:15:00,slow but correct response,0,0.1391
L051,Q-GRA-2-019,grammar,cases,medium,30.144,2,1,0,5,2025-01-13T13:25:00,,0,0.1417
L051,Q-VOC-2-010,vocabulary,false friends,medium,18.688,1,1,0,5,2025-01-12T16:57:00,,0,0.1444
L051,Q-VOC-3-021,vocabulary,separable verbs,hard,34.52,2,1,0,6,2025-01-15T15:44:00,slow but correct response,0,0.147
L051,Q-VOC-2-009,vocabulary,articles,medium,15.694,1,1,1,6,2025-01-14T12:43:00,,0,0.1496
L051,Q-VOC-3-048,vocabulary,articles,hard,22.026,2,0,1,6,2025-01-15T16:01:00,vocabulary recall error,0,0.1522
L051,Q-VOC-2-028,vocabulary,articles,medium,28.691,1,0,0,6,2025-01-14T09:14:00,false-friend translation error,0,0.1549
L051,Q-LIS-2-011,listening,slow dialogue,medium,36.546,3,0,0,6,2025-01-13T14:36:00,number misrecognition,0,0.1575
L051,Q-GRA-2-051,grammar,cases,medium,59.414,1,0,0,6,2025-01-14T17:38:00,case-marking error,0,0.1601
L051,Q-REA-2-030,reading,short passage,medium,49.226,2,0,0,6,2025-01-13T11:38:00,detail retrieval error,0,0.1627
L051,Q-REA-1-067,reading,short passage,easy,58.453,1,1,1,6,2025-01-14T13:47:00,,0,0.1654
L051,Q-VOC-3-053,vocabulary,separable verbs,hard,23.94,3,1,0,6,2025-01-14T10:12:00,,0,0.168
L051,Q-GRA-2-033,grammar,cases,medium,25.097,2,1,0,6,2025-01-15T16:52:00,,0,0.1706
L051,Q-VOC-2-028,vocabulary,separable verbs,medium,21.988,1,0,0,6,2025-01-13T15:43:00,article-gender association error,0,0.1732
L051,Q-LIS-1-068,listening,dictation,easy,33.194,2,0,0,7,2025-01-16T12:48:00,number misrecognition,0,0.1759
L051,Q-VOC-1-002,vocabulary,daily verbs,easy,19.767,1,1,0,7,2025-01-15T17:28:00,,0,0.1785
L051,Q-LIS-2-041,listening,slow dialogue,medium,46.542,1,1,1,7,2025-01-14T09:59:00,,0,0.1811
L051,Q-VOC-2-064,vocabulary,daily verbs,medium,23.979,3,0,0,7,2025-01-16T10:56:00,vocabulary recall error,0,0.1837
L051,Q-VOC-2-001,vocabulary,articles,medium,22.971,1,0,0,7,2025-01-13T09:47:00,vocabulary recall error,0,0.1864
L051,Q-LIS-2-034,listening,numbers,medium,50.38,1,1,0,7,2025-01-15T10:49:00,,0,0.189
L051,Q-GRA-2-033,grammar,cases,medium,16.402,2,1,0,7,2025-01-15T14:06:00,,0,0.1916
L051,Q-VOC-2-040,vocabulary,separable verbs,medium,19.687,1,1,1,7,2025-01-15T14:40:00,,0,0.1942
L051,Q-GRA-1-020,grammar,present perfect,easy,31.396,1,1,0,7,2025-01-15T17:42:00,,0,0.1969
L051,Q-VOC-2-035,vocabulary,articles,medium,29.97,2,0,0,7,2025-01-15T12:50:00,article-gender association error,0,0.1995
L051,Q-VOC-2-035,vocabulary,separable verbs,hard,29.729,3,0,1,7,2025-01-16T16:30:00,vocabulary recall error,1,0.2021
L051,Q-VOC-2-035,vocabulary,separable verbs,advanced,22.309,1,0,0,7,2025-01-16T15:15:00,false-friend translation error,1,0.2047
L051,Q-VOC-2-035,vocabulary,separable verbs,medium,33.391,2,0,0,7,2025-01-17T12:28:00,false-friend translation error,1,0.2073
L051,Q-VOC-2-043,vocabulary,daily verbs,medium,30.075,1,1,0,7,2025-01-15T09:57:00,,0,0.21
L051,Q-GRA-3-062,grammar,modal verbs,hard,35.113,2,1,1,8,2025-01-16T14:29:00,,0,0.2126
L051,Q-VOC-2-035,vocabulary,false friends,medium,21.756,2,0,0,8,2025-01-17T15:18:00,false-friend translation error,1,0.2152
L051,Q-REA-2-018,reading,detail retrieval,medium,42.597,2,1,0,8,2025-01-17T16:32:00,,0,0.2178
L051,Q-VOC-2-013,vocabulary,daily verbs,medium,16.643,1,1,1,8,2025-01-15T15:44:00,,0,0.2205
L051,Q-VOC-2-080,vocabulary,separable verbs,medium,21.764,2,1,0,8,2025-01-17T14:07:00,,0,0.2231
L051,Q-VOC-2-004,vocabulary,articles,medium,28.245,1,1,1,8,2025-01-17T10:26:00,,0,0.2257
L051,Q-VOC-2-069,vocabulary,false friends,medium,24.194,2,0,0,8,2025-01-18T13:11:00,article-gender association error,0,0.2283
L051,Q-VOC-3-033,vocabulary,articles,hard,25.799,3,1,0,8,2025-01-17T16:47:00,,0,0.231
L051,Q-LIS-2-020,listening,slow dialogue,medium,75.625,1,1,0,8,2025-01-17T12:20:00,slow but correct response,0,0.2336
L051,Q-LIS-2-048,listening,slow dialogue,medium,37.591,2,1,0,8,2025-01-16T13:42:00,,0,0.2362
L051,Q-GRA-3-047,grammar,cases,hard,23.411,3,1,0,8,2025-01-17T09:30:00,,0,0.2388
L051,Q-VOC-2-063,vocabulary,daily verbs,medium,34.579,2,1,1,9,2025-01-19T17:13:00,slow but correct response,0,0.2415
L051,Q-GRA-3-057,grammar,cases,hard,31.431,2,0,1,9,2025-01-17T13:33:00,case-marking error,0,0.2441
L051,Q-VOC-2-062,vocabulary,articles,medium,27.088,1,1,0,9,2025-01-19T13:05:00,,0,0.2467
L051,Q-VOC-2-070,vocabulary,articles,medium,19.449,1,1,0,9,2025-01-17T11:16:00,,0,0.2493
L051,Q-VOC-3-063,vocabulary,false friends,hard,27.432,1,0,0,9,2025-01-17T14:53:00,false-friend translation error,0,0.252
L051,Q-REA-2-061,reading,short passage,medium,46.413,1,1,1,9,2025-01-17T16:43:00,,0,0.2546
L051,Q-VOC-2-074,vocabulary,articles,medium,22.588,5,0,0,9,2025-01-20T10:00:00,false-friend translation error,0,0.2572
L051,Q-GRA-2-079,grammar,cases,medium,43.0,1,1,0,9,2025-01-18T15:50:00,,0,0.2598
L051,Q-GRA-3-057,grammar,cases,hard,37.969,4,0,0,9,2025-01-19T15:18:00,modal-verb conjugation error,1,0.2625
L051,Q-VOC-2-019,vocabulary,false friends,medium,23.194,2,1,0,9,2025-01-18T16:24:00,,0,0.2651
L051,Q-VOC-2-067,vocabulary,daily verbs,medium,18.242,1,1,0,9,2025-01-18T09:28:00,,0,0.2677
L051,Q-VOC-2-036,vocabulary,articles,medium,32.225,6,0,0,9,2025-01-18T12:32:00,vocabulary recall error,0,0.2703
L051,Q-GRA-2-059,grammar,modal verbs,medium,22.399,1,1,0,10,2025-01-21T13:42:00,,0,0.273
L051,Q-VOC-2-044,vocabulary,separable verbs,medium,16.234,2,0,1,10,2025-01-18T13:53:00,article-gender association error,0,0.2756
L051,Q-REA-2-045,reading,instructions,medium,51.973,2,0,0,10,2025-01-20T15:42:00,detail retrieval error,0,0.2782
L051,Q-VOC-2-077,vocabulary,separable verbs,medium,12.861,1,1,0,10,2025-01-19T16:24:00,,0,0.2808
L051,Q-REA-2-066,reading,detail retrieval,medium,53.467,1,1,1,10,2025-01-21T10:10:00,,0,0.2835
L051,Q-VOC-2-051,vocabulary,separable verbs,medium,17.012,3,0,0,10,2025-01-19T16:31:00,vocabulary recall error,0,0.2861
L051,Q-LIS-3-078,listening,numbers,hard,49.357,4,0,0,10,2025-01-19T10:28:00,number misrecognition,0,0.2887
L051,Q-VOC-1-068,vocabulary,separable verbs,easy,13.011,1,0,0,10,2025-01-18T14:30:00,article-gender association error,0,0.2913
L051,Q-VOC-3-033,vocabulary,false friends,hard,24.944,3,0,1,10,2025-01-19T16:21:00,false-friend translation error,0,0.294
L051,Q-REA-4-029,reading,instructions,advanced,52.438,2,1,1,11,2025-01-22T13:18:00,,0,0.2966
L051,Q-VOC-2-019,vocabulary,daily verbs,medium,26.667,5,0,1,11,2025-01-22T13:59:00,false-friend translation error,0,0.2992
L051,Q-GRA-2-065,grammar,modal verbs,medium,45.869,1,1,0,11,2025-01-22T17:47:00,,0,0.3018
L051,Q-VOC-2-030,vocabulary,false friends,medium,19.317,1,1,0,11,2025-01-19T16:20:00,,0,0.3045
L051,Q-VOC-2-019,vocabulary,daily verbs,hard,15.924,4,0,0,11,2025-01-21T14:55:00,false-friend translation error,1,0.3071
L051,Q-LIS-3-056,listening,dictation,hard,61.337,1,1,0,11,2025-01-21T15:22:00,,0,0.3097
L051,Q-VOC-3-076,vocabulary,separable verbs,hard,34.227,1,0,1,11,2025-01-21T09:05:00,vocabulary recall error,0,0.3123
L051,Q-REA-1-013,reading,short passage,easy,52.621,2,1,0,11,2025-01-20T15:46:00,,0,0.315
L051,Q-VOC-2-073,vocabulary,false friends,medium,23.599,1,0,1,11,2025-01-21T12:56:00,vocabulary recall error,0,0.3176
L051,Q-REA-3-017,reading,dialogue,hard,60.971,2,0,1,12,2025-01-23T11:03:00,instruction parsing error,0,0.3202
L051,Q-LIS-2-029,listening,numbers,medium,47.482,1,1,0,12,2025-01-23T12:44:00,,0,0.3228
L051,Q-LIS-2-054,listening,numbers,medium,51.833,2,1,0,12,2025-01-22T13:23:00,,0,0.3255
L051,Q-REA-1-063,reading,detail retrieval,easy,49.0,1,0,0,12,2025-01-22T10:04:00,detail retrieval error,0,0.3281
L051,Q-VOC-2-073,vocabulary,daily verbs,advanced,23.863,5,0,0,12,2025-01-20T17:03:00,false-friend translation error,1,0.3307
L051,Q-VOC-2-032,vocabulary,separable verbs,medium,15.083,6,0,1,12,2025-01-21T10:49:00,article-gender association error,0,0.3333
L051,Q-VOC-3-039,vocabulary,separable verbs,hard,14.172,1,0,0,12,2025-01-24T17:38:00,article-gender association error,0,0.336
L051,Q-VOC-3-043,vocabulary,articles,hard,20.848,2,0,1,12,2025-01-23T17:04:00,vocabulary recall error,0,0.3386
L051,Q-LIS-2-053,listening,dictation,medium,31.442,1,1,0,12,2025-01-23T17:56:00,,0,0.3412
L051,Q-GRA-2-010,grammar,present perfect,medium,36.486,1,1,0,12,2025-01-22T12:07:00,,0,0.3438
L051,Q-VOC-3-054,vocabulary,daily verbs,hard,17.835,4,0,1,13,2025-01-23T17:29:00,false-friend translation error,0,0.3465
L051,Q-REA-1-063,reading,detail retrieval,medium,53.335,5,0,0,13,2025-01-24T14:59:00,main-idea misinterpretation,1,0.3491
L051,Q-VOC-1-071,vocabulary,articles,easy,24.211,1,1,0,13,2025-01-23T15:31:00,,0,0.3517
L051,Q-VOC-3-036,vocabulary,daily verbs,hard,21.634,3,1,0,13,2025-01-24T15:56:00,,0,0.3543
L051,Q-REA-2-005,reading,short passage,medium,32.986,1,1,0,13,2025-01-23T16:26:00,,0,0.357
L051,Q-GRA-3-080,grammar,cases,hard,33.406,2,1,1,13,2025-01-23T10:33:00,,0,0.3596
L051,Q-VOC-3-057,vocabulary,false friends,hard,25.989,2,0,1,13,2025-01-22T17:13:00,false-friend translation error,0,0.3622
L051,Q-VOC-3-028,vocabulary,false friends,hard,16.535,3,0,1,13,2025-01-24T17:26:00,vocabulary recall error,0,0.3648
L051,Q-VOC-4-020,vocabulary,false friends,advanced,18.139,1,0,1,13,2025-01-25T16:25:00,vocabulary recall error,0,0.3675
L051,Q-LIS-3-062,listening,chapter audio,hard,34.921,4,0,0,13,2025-01-26T12:14:00,phoneme discrimination error,0,0.3701
L051,Q-VOC-4-014,vocabulary,separable verbs,advanced,27.277,3,0,0,14,2025-01-25T11:37:00,article-gender association error,0,0.3727
L051,Q-LIS-2-030,listening,dictation,medium,38.469,1,1,0,14,2025-01-26T10:16:00,,0,0.3753
L051,Q-VOC-2-004,vocabulary,false friends,medium,20.568,2,0,1,14,2025-01-24T12:40:00,vocabulary recall error,0,0.378
L051,Q-VOC-3-018,vocabulary,articles,hard,24.377,1,0,1,14,2025-01-25T14:07:00,vocabulary recall error,0,0.3806
L051,Q-VOC-2-063,vocabulary,separable verbs,medium,16.917,1,1,0,14,2025-01-25T17:35:00,,0,0.3832
L051,Q-VOC-3-076,vocabulary,articles,hard,15.265,4,0,0,14,2025-01-27T14:52:00,false-friend translation error,0,0.3858
L051,Q-LIS-2-002,listening,numbers,medium,46.044,2,1,0,14,2025-01-26T16:42:00,,0,0.3885
L051,Q-VOC-3-011,vocabulary,daily verbs,hard,17.119,3,0,1,14,2025-01-24T10:39:00,false-friend translation error,0,0.3911
L051,Q-VOC-3-011,vocabulary,false friends,hard,25.975,1,0,1,14,2025-01-26T12:27:00,vocabulary recall error,1,0.3937
L051,Q-VOC-3-053,vocabulary,separable verbs,hard,20.014,1,1,0,14,2025-01-24T14:19:00,,0,0.3963
L051,Q-GRA-4-077,grammar,cases,advanced,31.165,4,1,1,14,2025-01-25T14:39:00,,0,0.399
L051,Q-VOC-4-002,vocabulary,false friends,advanced,22.722,4,0,0,14,2025-01-26T11:03:00,article-gender association error,0,0.4016
L051,Q-VOC-4-002,vocabulary,daily verbs,medium,15.901,2,0,1,14,2025-01-25T14:22:00,vocabulary recall error,1,0.4042
L051,Q-LIS-3-062,listening,dictation,medium,38.448,4,0,0,15,2025-01-26T15:01:00,dialogue detail omission,1,0.4068
L051,Q-VOC-3-079,vocabulary,articles,hard,25.543,4,0,0,15,2025-01-27T16:11:00,false-friend translation error,0,0.4094
L051,Q-VOC-4-042,vocabulary,daily verbs,advanced,26.411,4,1,1,15,2025-01-26T09:29:00,,0,0.4121
L051,Q-VOC-3-030,vocabulary,separable verbs,hard,18.409,1,0,1,15,2025-01-27T10:41:00,article-gender association error,0,0.4147
L051,Q-VOC-3-070,vocabulary,articles,hard,24.214,1,1,0,15,2025-01-28T10:27:00,,0,0.4173
L051,Q-VOC-4-031,vocabulary,false friends,advanced,46.481,3,0,0,15,2025-01-26T11:07:00,vocabulary recall error,0,0.4199
L051,Q-VOC-4-031,vocabulary,separable verbs,hard,23.696,2,0,1,15,2025-01-25T10:46:00,vocabulary recall error,1,0.4226
L051,Q-VOC-3-068,vocabulary,articles,hard,36.155,4,0,0,15,2025-01-27T11:48:00,article-gender association error,0,0.4252
L051,Q-GRA-2-051,grammar,present perfect,medium,28.315,3,1,0,16,2025-01-30T12:20:00,,0,0.4278
L051,Q-VOC-2-058,vocabulary,daily verbs,medium,21.893,2,0,1,16,2025-01-30T13:58:00,article-gender association error,0,0.4304
L051,Q-GRA-2-072,grammar,modal verbs,medium,30.917,3,0,1,16,2025-01-29T16:20:00,modal-verb conjugation error,0,0.4331
L051,Q-GRA-2-076,grammar,modal verbs,medium,38.759,1,1,0,16,2025-01-29T11:27:00,,0,0.4357
L051,Q-VOC-3-062,vocabulary,daily verbs,hard,17.118,2,1,0,16,2025-01-29T15:52:00,,0,0.4383
L051,Q-REA-4-076,reading,dialogue,advanced,40.714,3,0,1,16,2025-01-27T12:16:00,main-idea misinterpretation,0,0.4409
L051,Q-REA-2-077,reading,short passage,medium,50.111,2,0,0,16,2025-01-28T15:50:00,main-idea misinterpretation,0,0.4436
L051,Q-LIS-3-018,listening,slow dialogue,hard,84.528,1,1,1,16,2025-01-28T17:31:00,slow but correct response,0,0.4462
L051,Q-GRA-3-016,grammar,present perfect,hard,27.851,3,1,1,16,2025-01-27T12:36:00,,0,0.4488
L051,Q-VOC-2-058,vocabulary,false friends,hard,29.086,3,0,1,16,2025-01-27T09:26:00,vocabulary recall error,1,0.4514
L051,Q-GRA-2-038,grammar,present perfect,medium,43.341,1,0,0,16,2025-01-28T17:32:00,modal-verb conjugation error,0,0.4541
L051,Q-LIS-3-062,listening,dictation,hard,48.741,1,0,0,17,2025-01-31T11:02:00,phoneme discrimination error,1,0.4567
L051,Q-VOC-2-058,vocabulary,false friends,hard,30.851,6,0,0,17,2025-01-30T09:38:00,article-gender association error,1,0.4593
L051,Q-REA-3-016,reading,short passage,hard,43.024,3,1,0,17,2025-01-29T17:06:00,,0,0.4619
L051,Q-LIS-3-045,listening,dictation,hard,36.164,1,1,0,17,2025-01-29T16:25:00,,0,0.4646
L051,Q-VOC-4-080,vocabulary,daily verbs,advanced,19.082,3,0,1,17,2025-01-28T16:51:00,article-gender association error,0,0.4672
L051,Q-GRA-3-027,grammar,modal verbs,hard,24.366,4,0,1,17,2025-01-29T10:15:00,case-marking error,0,0.4698
L051,Q-VOC-4-047,vocabulary,separable verbs,advanced,30.25,5,0,1,17,2025-01-30T15:18:00,vocabulary recall error,0,0.4724
L051,Q-VOC-3-023,vocabulary,daily verbs,hard,26.223,2,1,0,17,2025-01-29T14:11:00,,0,0.4751
L051,Q-GRA-3-079,grammar,cases,hard,43.124,2,0,1,17,2025-01-29T17:53:00,case-marking error,0,0.4777
L051,Q-REA-3-060,reading,detail retrieval,hard,26.098,1,1,0,17,2025-01-30T09:15:00,,0,0.4803
L051,Q-VOC-3-039,vocabulary,articles,hard,24.698,2,0,0,17,2025-01-30T09:38:00,article-gender association error,0,0.4829
L051,Q-GRA-2-032,grammar,modal verbs,medium,34.759,2,1,0,17,2025-01-31T14:16:00,,0,0.4856
L051,Q-VOC-3-039,vocabulary,articles,hard,29.697,1,0,1,17,2025-01-28T16:33:00,false-friend translation error,1,0.4882
L051,Q-REA-2-077,reading,instructions,hard,66.229,3,0,1,17,2025-01-28T14:47:00,detail retrieval error,1,0.4908
L051,Q-LIS-2-052,listening,slow dialogue,medium,43.268,2,1,1,18,2025-01-31T17:18:00,,0,0.4934
L051,Q-REA-2-077,reading,dialogue,advanced,174.129,2,0,1,18,2025-02-01T17:48:00,main-idea misinterpretation,1,0.4961
L051,Q-VOC-3-080,vocabulary,articles,hard,24.432,5,0,1,18,2025-01-30T11:54:00,false-friend translation error,0,0.4987
L051,Q-REA-3-033,reading,short passage,hard,60.433,1,1,0,18,2025-01-29T09:24:00,,0,0.5013
L051,Q-REA-3-048,reading,detail retrieval,hard,60.444,3,1,0,18,2025-01-29T15:30:00,,0,0.5039
L051,Q-VOC-3-072,vocabulary,daily verbs,hard,21.708,6,0,1,18,2025-02-01T09:27:00,article-gender association error,0,0.5066
L051,Q-VOC-4-061,vocabulary,articles,advanced,15.512,2,0,1,18,2025-01-30T10:08:00,vocabulary recall error,0,0.5092
L051,Q-VOC-3-040,vocabulary,articles,hard,31.853,2,0,1,18,2025-01-31T12:17:00,vocabulary recall error,0,0.5118
L051,Q-VOC-2-051,vocabulary,separable verbs,medium,29.463,3,0,1,18,2025-01-30T10:10:00,vocabulary recall error,0,0.5144
L051,Q-VOC-3-066,vocabulary,separable verbs,hard,12.172,1,1,0,18,2025-01-31T16:55:00,,0,0.5171
L051,Q-VOC-3-054,vocabulary,articles,hard,16.897,3,0,1,19,2025-01-31T10:13:00,article-gender association error,0,0.5197
L051,Q-REA-4-035,reading,detail retrieval,advanced,79.75,4,0,1,19,2025-02-02T14:35:00,instruction parsing error,0,0.5223
L051,Q-GRA-3-005,grammar,modal verbs,hard,22.745,5,0,0,19,2025-02-01T14:31:00,case-marking error,0,0.5249
L051,Q-VOC-4-012,vocabulary,false friends,advanced,35.637,3,0,1,19,2025-02-02T16:40:00,false-friend translation error,0,0.5276
L051,Q-VOC-4-041,vocabulary,daily verbs,advanced,13.934,3,0,1,19,2025-02-01T10:35:00,vocabulary recall error,0,0.5302
L051,Q-GRA-4-065,grammar,present perfect,advanced,27.636,6,0,1,19,2025-01-31T14:35:00,modal-verb conjugation error,0,0.5328
L051,Q-LIS-3-023,listening,chapter audio,hard,58.41,4,0,0,19,2025-01-31T16:15:00,phoneme discrimination error,0,0.5354
L051,Q-VOC-3-035,vocabulary,false friends,hard,18.272,4,0,0,19,2025-02-01T12:14:00,article-gender association error,0,0.5381
L051,Q-VOC-3-002,vocabulary,daily verbs,hard,20.419,1,1,0,19,2025-02-01T09:17:00,,0,0.5407
L051,Q-VOC-3-042,vocabulary,articles,hard,44.539,1,1,1,19,2025-01-30T11:09:00,slow but correct response,0,0.5433
L051,Q-REA-4-075,reading,short passage,advanced,76.306,2,0,0,19,2025-02-01T10:11:00,instruction parsing error,0,0.5459
L051,Q-VOC-4-050,vocabulary,articles,advanced,30.347,1,1,0,19,2025-01-31T14:10:00,,0,0.5486
L051,Q-VOC-4-063,vocabulary,articles,advanced,26.273,3,0,0,20,2025-02-02T17:52:00,false-friend translation error,0,0.5512
L051,Q-GRA-3-008,grammar,modal verbs,hard,36.326,3,0,0,20,2025-02-02T16:46:00,case-marking error,0,0.5538
L051,Q-GRA-3-075,grammar,present perfect,hard,38.678,2,1,1,20,2025-02-01T09:47:00,,0,0.5564
L051,Q-REA-4-051,reading,short passage,advanced,59.718,1,1,0,20,2025-02-02T13:09:00,,0,0.5591
L051,Q-VOC-4-063,vocabulary,daily verbs,hard,13.528,3,0,0,20,2025-02-02T13:49:00,false-friend translation error,1,0.5617
L051,Q-VOC-3-075,vocabulary,articles,hard,24.131,2,1,1,20,2025-02-03T11:30:00,,0,0.5643
L051,Q-REA-3-010,reading,detail retrieval,hard,43.946,1,1,0,20,2025-02-03T13:19:00,,0,0.5669
L051,Q-VOC-4-057,vocabulary,separable verbs,advanced,26.069,4,0,0,20,2025-02-03T09:06:00,vocabulary recall error,0,0.5696
L051,Q-REA-4-075,reading,dialogue,advanced,53.773,1,0,0,20,2025-02-02T16:56:00,detail retrieval error,1,0.5722
L051,Q-GRA-3-005,grammar,modal verbs,hard,43.423,1,1,0,20,2025-02-02T09:50:00,,0,0.5748
L051,Q-LIS-3-028,listening,dictation,hard,37.781,2,1,0,21,2025-02-03T10:04:00,,0,0.5774
L051,Q-VOC-4-057,vocabulary,false friends,advanced,19.303,3,0,1,21,2025-02-04T16:16:00,vocabulary recall error,1,0.5801
L051,Q-GRA-3-059,grammar,present perfect,hard,42.061,3,1,0,21,2025-02-03T16:53:00,,0,0.5827
L051,Q-VOC-3-053,vocabulary,articles,hard,17.821,4,0,1,21,2025-02-04T14:14:00,article-gender association error,0,0.5853
L051,Q-VOC-4-057,vocabulary,daily verbs,advanced,23.424,3,0,1,21,2025-02-04T17:45:00,false-friend translation error,0,0.5879
L051,Q-GRA-3-024,grammar,present perfect,hard,34.088,1,1,0,21,2025-02-04T09:19:00,,0,0.5906
L051,Q-GRA-4-053,grammar,present perfect,advanced,39.595,3,1,0,21,2025-02-05T16:11:00,,0,0.5932
L051,Q-REA-3-003,reading,short passage,hard,65.23,1,1,1,21,2025-02-05T13:00:00,,0,0.5958
L051,Q-GRA-4-028,grammar,present perfect,advanced,49.425,3,1,0,21,2025-02-03T11:26:00,,0,0.5984
L051,Q-LIS-3-017,listening,dictation,hard,35.144,2,0,0,21,2025-02-05T15:59:00,phoneme discrimination error,0,0.601
L051,Q-VOC-4-057,vocabulary,separable verbs,advanced,23.323,3,0,1,21,2025-02-03T16:14:00,vocabulary recall error,1,0.6037
L051,Q-VOC-4-017,vocabulary,daily verbs,advanced,17.347,3,0,1,22,2025-02-06T13:44:00,article-gender association error,0,0.6063
L051,Q-REA-4-076,reading,dialogue,advanced,47.222,3,0,1,22,2025-02-05T10:08:00,instruction parsing error,0,0.6089
L051,Q-REA-4-078,reading,short passage,advanced,78.397,3,0,1,22,2025-02-05T13:34:00,main-idea misinterpretation,0,0.6115
L051,Q-LIS-3-016,listening,chapter audio,hard,51.217,3,1,0,22,2025-02-05T10:02:00,,0,0.6142
L051,Q-GRA-3-008,grammar,present perfect,hard,46.002,2,0,0,22,2025-02-05T15:39:00,verb-position error,1,0.6168
L051,Q-GRA-4-024,grammar,modal verbs,advanced,35.312,2,1,0,22,2025-02-08T12:32:00,,0,0.6194
L051,Q-VOC-4-078,vocabulary,separable verbs,advanced,30.548,2,0,0,22,2025-02-05T09:20:00,false-friend translation error,0,0.622
L051,Q-GRA-3-080,grammar,cases,hard,44.29,1,1,0,22,2025-02-04T14:06:00,,0,0.6247
L051,Q-VOC-4-020,vocabulary,false friends,advanced,29.628,1,1,0,22,2025-02-07T09:14:00,,0,0.6273
L051,Q-VOC-4-065,vocabulary,daily verbs,advanced,31.431,3,1,0,22,2025-02-06T15:41:00,,0,0.6299
L051,Q-VOC-4-078,vocabulary,daily verbs,advanced,24.039,4,0,0,22,2025-02-05T14:23:00,article-gender association error,1,0.6325
L051,Q-VOC-3-007,vocabulary,false friends,hard,16.092,3,0,1,22,2025-02-05T14:26:00,vocabulary recall error,0,0.6352
L051,Q-VOC-3-007,vocabulary,false friends,hard,33.446,1,0,0,22,2025-02-06T11:36:00,false-friend translation error,1,0.6378
L051,Q-VOC-3-044,vocabulary,articles,hard,16.813,3,0,0,23,2025-02-05T13:12:00,article-gender association error,0,0.6404
L051,Q-LIS-3-017,listening,numbers,hard,45.685,4,0,0,23,2025-02-07T11:34:00,phoneme discrimination error,1,0.643
L051,Q-LIS-3-073,listening,chapter audio,hard,52.208,1,1,1,23,2025-02-07T17:31:00,,0,0.6457
L051,Q-REA-2-020,reading,short passage,medium,66.342,2,1,0,23,2025-02-06T15:41:00,,0,0.6483
L051,Q-VOC-4-006,vocabulary,false friends,advanced,21.233,3,0,1,23,2025-02-06T15:28:00,article-gender association error,0,0.6509
L051,Q-VOC-4-006,vocabulary,daily verbs,advanced,31.706,3,0,0,23,2025-02-07T15:37:00,vocabulary recall error,1,0.6535
L051,Q-VOC-4-007,vocabulary,separable verbs,advanced,28.312,3,0,1,23,2025-02-08T16:35:00,false-friend translation error,0,0.6562
L051,Q-VOC-4-006,vocabulary,separable verbs,advanced,18.422,4,0,1,23,2025-02-05T15:12:00,article-gender association error,0,0.6588
L051,Q-GRA-4-003,grammar,verb position,advanced,40.054,3,1,1,23,2025-02-08T12:59:00,,0,0.6614
L051,Q-VOC-4-006,vocabulary,daily verbs,advanced,13.503,4,0,1,23,2025-02-07T15:08:00,vocabulary recall error,1,0.664
L051,Q-VOC-3-073,vocabulary,daily verbs,hard,30.348,3,0,0,24,2025-02-07T10:33:00,false-friend translation error,0,0.6667
L051,Q-LIS-4-024,listening,slow dialogue,advanced,90.034,1,1,0,24,2025-02-09T17:47:00,slow but correct response,0,0.6693
